Id,y
10000,-66.00242349023142
10001,451.40650440115496
10002,-461.67641706029906
10003,40.501208753723034
10004,-126.74472245403697
10005,-342.5345518192511
10006,-396.5555421135891
10007,335.54127907908713
10008,-99.51242087062354
10009,304.8125398062759
10010,68.89453048978532
10011,412.3691954559072
10012,54.94237102476812
10013,-17.005550754779847
10014,-597.8499575722611
10015,443.50228878641485
10016,144.7744869780434
10017,-57.411163672536375
10018,134.38782757746054
10019,-108.98377598910872
10020,153.82482842506693
10021,611.7359836022022
10022,588.3896503384219
10023,-131.01679995801985
10024,-61.13562114122967
10025,-374.2484953169726
10026,74.15799307965402
10027,137.4383787361043
10028,420.0866117967906
10029,196.76562571344274
10030,268.4428498005315
10031,638.4749102511089
10032,127.37873138691975
10033,1.3491187584000386
10034,22.710453177407906
10035,342.2395345225647
10036,307.7039669741718
10037,348.13820870093963
10038,-168.65286130735436
10039,-20.22113090461715
10040,-551.7499275731114
10041,-429.97180406674005
10042,261.89195870674394
10043,389.8204261292212
10044,-96.16562227356559
10045,-210.71080125632415
10046,278.88186878401126
10047,-427.4533010310492
10048,-172.90325291756707
10049,467.26437835578577
10050,-631.5587355874391
10051,-355.5316593381783
10052,143.1732755386037
10053,69.19920259894212
10054,275.5882739767254
10055,-263.1886122041024
10056,167.49830723241254
10057,104.5778958901426
10058,230.0700866100754
10059,20.988026644576436
10060,-4.822581262501529
10061,-201.92294081063733
10062,560.0639265657701
10063,55.288476252449016
10064,671.3015746918343
10065,-493.74873828522834
10066,-279.35303673259205
10067,-53.71252761314797
10068,379.6981955009754
10069,315.0714108579814
10070,169.1300173261431
10071,-271.5993032690113
10072,783.8022226750343
10073,44.57731151554849
10074,57.406780054577425
10075,-161.07827414306809
10076,-220.6695784788574
10077,223.2412944292916
10078,352.6655955437541
10079,13.163291366265526
10080,-461.9941469857307
10081,305.37214669142344
10082,-230.59656173861117
10083,359.0744432425439
10084,-430.26056337592127
10085,-115.54882205546183
10086,-88.96006387867375
10087,-488.29018980804193
10088,-139.35033854713527
10089,57.33880810852699
10090,-190.33624272166426
10091,-6.508092914824765
10092,189.2910777470184
10093,346.6036781856553
10094,871.6273206485896
10095,-147.01353738653836
10096,443.4899377794297
10097,-30.498432974436735
10098,185.46345753445945
10099,-119.91717151732797
10100,43.575238001807264
10101,58.318571552244364
10102,-197.15246829839757
10103,-70.47160678841216
10104,-342.8460532886676
10105,-29.23358987371701
10106,49.52292929610351
10107,-16.24614413791329
10108,33.77506926160683
10109,-68.8830774832413
10110,25.863399493696733
10111,-617.3142842716954
10112,-185.90441301194872
10113,323.78310610938615
10114,-35.662195722127976
10115,-733.5297711613838
10116,-240.73856264736102
10117,-381.9731466242489
10118,75.31994462169496
10119,36.61032645911769
10120,-28.756270225023098
10121,-481.16062796858796
10122,408.85023042298855
10123,-765.0217471991633
10124,178.07269651637048
10125,-7.6498793856734295
10126,134.79684623375945
10127,-477.4585142128704
10128,-248.70625301323602
10129,-361.88465722386354
10130,-18.75561174855423
10131,7.795604374434554
10132,-109.10598972538358
10133,-63.07374524219429
10134,591.8231837349155
10135,259.6126336966277
10136,-279.86583200876754
10137,93.22535940051843
10138,-427.2873154191352
10139,84.38656633089809
10140,-311.54463064415535
10141,11.419268612561524
10142,-297.8314684235851
10143,-331.92897096864317
10144,656.0132305257307
10145,-476.6626813650537
10146,361.19404513377464
10147,-150.1852686119228
10148,299.946719024324
10149,-191.72143219270782
10150,151.9499951161202
10151,-64.6727578157642
10152,351.2448616306336
10153,-370.63644575627245
10154,349.2249817861109
10155,273.5246096168014
10156,783.1971843196873
10157,-124.23788973574035
10158,-155.22004432990832
10159,-506.95564938641013
10160,201.69321238561548
10161,-415.1740571596363
10162,-348.1651051695645
10163,-201.95224108680966
10164,-658.950447053337
10165,179.34640168171524
10166,124.06925816168726
10167,-209.15025355201777
10168,213.70513477400564
10169,-82.11721023808941
10170,-97.11026989726844
10171,124.2680057464804
10172,50.2899156571428
10173,538.7439592813366
10174,630.0175345543369
10175,217.25927782654412
10176,-491.7337413267078
10177,-131.14175113883266
10178,362.39302241729456
10179,-14.363038055408396
10180,-30.26175736167624
10181,-107.32358076729909
10182,-334.0625929296718
10183,299.50639964643267
10184,-103.47221484505343
10185,179.82049946719414
10186,122.20070887900695
10187,86.58037161690626
10188,386.482560566992
10189,-613.3611745045822
10190,-269.8163873834628
10191,260.73145126228576
10192,-44.62016128042728
10193,-159.1571757641687
10194,-145.24559879357534
10195,447.2282148760013
10196,476.3569859695947
10197,121.79421345327259
10198,-1.5356790561065878
10199,410.7440965387812
10200,90.82809979964736
10201,150.0733695684512
10202,24.03365296154672
10203,273.88663405363053
10204,-154.52926038025083
10205,42.58890150706572
10206,617.3417063168562
10207,38.939360761429896
10208,-91.43610119490418
10209,225.35327477391147
10210,151.0582757708567
10211,-86.91664773645996
10212,-101.71788958007298
10213,161.93776502605502
10214,357.8704141035454
10215,32.145978186554316
10216,-379.14539920029205
10217,-165.94213222367185
10218,257.4539216945411
10219,-124.83850779184112
10220,47.084514722992
10221,-67.05065138980197
10222,287.17334413416376
10223,836.2674277701626
10224,-78.73329260205645
10225,-293.0092291521937
10226,284.916326462256
10227,377.9514320082277
10228,-473.94261958972265
10229,-538.8094549766041
10230,-372.90475040318677
10231,-83.37700889968754
10232,157.46205951911278
10233,167.50291456151027
10234,-105.69040574319655
10235,561.1616879176282
10236,-149.35531895746814
10237,196.96680512352233
10238,-33.819911727579765
10239,5.19941988233748
10240,-121.70842296063245
10241,53.473579817378436
10242,531.2918938411246
10243,-157.602622589376
10244,-183.77196239261232
10245,643.8322464256623
10246,17.78030601012948
10247,-92.07939719460285
10248,485.4931646050747
10249,-221.23657860793924
10250,490.6065050484616
10251,-43.67715915425055
10252,139.93322987117648
10253,207.50447442761086
10254,17.09264702436019
10255,-396.4720331605292
10256,-168.3016676152913
10257,-75.59324100124431
10258,-292.0735078007694
